order_purchase_timestamp,order_delivered_customer_date,delivery_time,review_score,category_clean
2018-07-30 18:34:42,2018-08-03 11:51:39,3,5,Bed Bath Table
2018-08-10 12:43:39,2018-08-19 19:21:58,9,4,Books Technical
2018-04-23 08:58:06,2018-05-03 20:48:32,10,3,Home Appliances
2018-07-06 18:21:45,2018-07-12 23:22:02,6,5,Pet Shop
2018-05-28 19:15:19,2018-06-06 19:14:48,8,5,Health Beauty
2018-04-28 11:33:59,2018-05-11 13:56:59,13,5,Watches Gifts
2018-06-18 10:40:20,2018-06-20 17:52:02,2,3,Bed Bath Table
2018-06-17 20:16:55,2018-06-21 16:32:17,3,5,Toys
2018-08-02 12:06:27,2018-08-08 16:32:55,6,1,Electronics
2018-06-19 18:05:41,2018-06-25 15:49:42,5,1,Stationery
2018-04-28 08:58:33,2018-05-08 20:49:37,10,5,Auto
2018-05-17 08:31:30,2018-05-21 19:41:05,4,2,Sports Leisure
2018-08-17 19:51:19,2018-08-23 14:36:54,5,5,Sports Leisure
2018-06-11 22:28:26,2018-06-22 17:58:35,10,4,Garden Tools
2018-04-27 00:19:37,2018-05-04 18:46:31,7,4,Garden Tools
2018-06-25 22:45:23,2018-07-04 17:05:00,8,5,Auto
2018-05-05 16:36:29,2018-05-15 22:18:17,10,5,Auto
2018-08-04 20:54:31,2018-08-07 18:40:56,2,5,Bed Bath Table
2018-08-04 20:54:31,2018-08-07 18:40:56,2,5,Bed Bath Table
2018-04-22 09:34:54,2018-04-26 19:06:40,4,5,Bed Bath Table
2018-05-27 13:02:43,2018-06-09 14:32:23,13,1,Housewares
2018-08-11 20:39:16,2018-08-20 22:04:53,9,1,Baby
2018-04-27 12:03:22,2018-05-15 22:22:14,18,5,Health Beauty
2018-08-13 21:56:21,2018-08-16 21:31:57,2,5,Garden Tools
2018-06-12 13:30:00,2018-06-21 15:48:41,9,4,Health Beauty
2018-07-31 20:39:04,2018-08-24 21:18:22,24,1,Telephony
2018-07-31 20:39:04,2018-08-24 21:18:22,24,1,Telephony
2018-08-24 14:59:37,2018-08-29 17:38:25,5,1,Fashion Bags Accessories
2018-07-16 13:30:06,2018-07-26 15:36:40,10,3,Watches Gifts
2018-08-06 12:27:47,2018-08-08 22:06:02,2,4,Housewares
2018-06-28 15:18:00,2018-07-10 19:43:11,12,4,Electronics
2018-06-28 15:18:00,2018-07-10 19:43:11,12,4,Electronics
2018-05-22 09:20:02,2018-06-05 13:24:49,14,4,Bed Bath Table
2018-08-12 15:13:40,2018-08-17 19:18:24,5,5,Bed Bath Table
2018-07-18 14:47:24,2018-07-24 19:15:26,6,3,Bed Bath Table
2018-07-18 14:47:24,2018-07-24 19:15:26,6,3,Bed Bath Table
2018-07-18 14:47:24,2018-07-24 19:15:26,6,3,Bed Bath Table
2018-08-21 18:42:15,2018-08-27 16:21:23,5,4,Sports Leisure
2018-08-12 13:33:17,2018-08-16 12:35:57,3,3,Cool Stuff
2018-06-24 13:49:51,2018-06-27 14:06:49,3,5,Home Appliances 2
2018-05-16 19:50:22,2018-05-18 19:08:38,1,4,Telephony
2018-04-17 15:43:38,2018-04-30 20:38:34,13,1,Housewares
2018-07-09 10:56:32,2018-07-12 00:20:24,2,5,Health Beauty
2018-07-26 20:37:12,2018-08-02 20:59:41,7,5,Computers Accessories
2018-06-02 11:53:45,2018-06-26 16:21:19,24,2,Watches Gifts
2018-07-12 22:09:55,2018-08-08 18:31:21,26,1,Health Beauty
2018-07-02 21:45:21,2018-07-09 19:48:46,6,1,Bed Bath Table
2018-07-02 21:45:21,2018-07-09 19:48:46,6,1,Bed Bath Table
2018-07-05 21:41:51,2018-07-10 16:28:42,4,1,Telephony
2018-08-06 16:41:44,2018-08-13 17:57:42,7,1,Computers
2018-08-06 16:41:44,2018-08-13 17:57:42,7,1,Computers
2018-05-03 21:35:33,2018-05-09 16:12:58,5,4,Books Technical
2018-05-04 08:47:06,2018-05-10 01:21:50,5,5,Perfumery
2018-06-08 16:11:43,2018-06-20 19:28:42,12,1,Health Beauty
2018-07-05 00:40:06,2018-07-11 15:48:23,6,3,Watches Gifts
2018-04-27 20:41:03,2018-05-03 18:32:14,5,4,Bed Bath Table
2018-04-27 21:36:20,2018-05-08 17:35:30,10,4,Telephony
2018-08-02 20:27:51,2018-08-09 13:34:32,6,5,Baby
2018-08-02 20:27:51,2018-08-09 13:34:32,6,5,Baby
2018-06-30 12:14:21,2018-07-11 14:52:43,11,2,Pet Shop
2018-06-30 12:14:21,2018-07-11 14:52:43,11,2,Pet Shop
2018-05-07 14:33:53,2018-05-14 17:14:56,7,4,Fashion Bags Accessories
2018-05-20 13:52:02,2018-05-22 14:56:33,2,5,Watches Gifts
2018-07-18 21:37:45,2018-08-08 05:46:54,20,1,Health Beauty
2018-04-10 21:19:39,2018-05-14 17:51:45,33,2,Consoles Games
2018-05-19 17:34:20,2018-05-24 15:22:51,4,5,Bed Bath Table
2018-05-19 17:34:20,2018-05-24 15:22:51,4,5,Bed Bath Table
2018-07-30 18:54:21,2018-08-08 00:40:58,8,5,Housewares
2018-07-27 23:38:29,2018-08-08 00:08:46,11,2,Fashion Bags Accessories
2018-04-18 20:54:45,2018-05-02 17:52:07,13,5,Computers Accessories
2018-08-20 20:30:09,2018-08-27 18:06:35,6,4,Furniture Bedroom
2018-05-01 19:45:49,2018-05-11 17:31:57,9,3,Health Beauty
2018-04-24 08:43:53,2018-04-30 18:15:38,6,2,Perfumery
2018-06-16 13:37:17,2018-06-26 19:22:40,10,5,Telephony
2018-06-26 12:15:07,2018-07-04 19:25:41,8,5,Construction Tools Lights
2018-08-01 00:54:05,2018-08-09 23:51:22,8,5,Health Beauty
2018-08-23 13:48:07,2018-08-29 14:26:47,6,5,Computers Accessories
2018-04-17 14:31:45,2018-05-04 20:36:57,17,5,Sports Leisure
2018-04-22 02:43:22,2018-05-03 17:08:49,11,5,Housewares
2018-06-16 09:18:08,2018-06-21 17:32:34,5,5,Housewares
2018-04-18 10:00:14,2018-04-30 21:16:48,12,1,Computers Accessories
2018-06-12 21:41:59,2018-06-18 22:08:52,6,1,Bed Bath Table
2018-06-25 01:14:24,2018-06-27 14:38:49,2,5,Sports Leisure
2018-04-24 10:08:21,2018-05-04 00:22:43,9,5,Telephony
2018-07-23 20:50:50,2018-07-27 18:27:42,3,1,Garden Tools
2018-06-07 13:53:52,2018-06-16 16:48:23,9,1,Consoles Games
2018-06-07 13:53:52,2018-06-16 16:48:23,9,1,Consoles Games
2018-05-05 12:40:10,2018-05-11 01:32:49,5,5,Health Beauty
2018-08-06 13:04:26,2018-08-13 23:25:37,7,5,Furniture Decor
2018-06-10 22:06:29,2018-06-15 17:40:39,4,3,Health Beauty
2018-05-07 08:05:30,2018-05-18 17:37:27,11,5,Watches Gifts
2018-05-24 15:06:12,2018-06-07 19:27:28,14,5,Bed Bath Table
2018-06-07 19:56:49,2018-06-22 19:06:34,14,5,Furniture Decor
2018-05-05 20:55:21,2018-05-14 18:15:00,8,5,Watches Gifts
2018-07-23 16:57:30,2018-07-26 22:06:35,3,5,Watches Gifts
2018-07-23 20:09:23,2018-08-01 20:12:56,9,1,Telephony
2018-06-19 09:28:14,2018-06-20 18:41:10,1,5,Health Beauty
2018-06-19 09:28:14,2018-06-20 18:41:10,1,5,Health Beauty
2018-06-11 08:14:20,2018-06-12 22:54:40,1,5,Sports Leisure
2018-08-16 16:19:13,2018-08-28 18:48:59,12,5,Sports Leisure
2018-07-19 20:19:17,2018-07-26 01:42:43,6,5,Consoles Games
2018-04-19 09:43:15,2018-04-26 16:46:37,7,2,Costruction Tools Garden
2018-04-19 09:43:15,2018-04-26 16:46:37,7,2,Costruction Tools Garden
2018-05-07 09:31:22,2018-05-16 21:55:44,9,3,Watches Gifts
2018-07-18 12:50:40,2018-07-25 21:04:48,7,5,Furniture Decor
2018-05-08 19:42:13,2018-05-16 23:38:52,8,5,Sports Leisure
2018-05-29 18:09:04,2018-06-11 18:13:32,13,5,Furniture Decor
2018-05-29 18:09:04,2018-06-11 18:13:32,13,5,Furniture Decor
2018-05-29 18:09:04,2018-06-11 18:13:32,13,5,Furniture Decor
2018-06-27 14:04:06,2018-07-11 16:03:40,14,5,Health Beauty
2018-07-28 19:40:29,2018-08-15 14:44:50,17,5,Telephony
2018-05-18 18:46:54,2018-06-06 14:12:25,18,5,Computers Accessories
2018-06-03 10:28:43,2018-06-12 21:07:09,9,5,Garden Tools
2018-07-17 10:27:37,2018-07-25 00:03:20,7,4,Health Beauty
2018-07-11 15:45:51,2018-08-05 11:42:39,24,1,Health Beauty
2018-08-14 19:39:04,2018-08-24 00:06:59,9,5,Housewares
2018-05-08 14:09:32,2018-05-16 19:16:40,8,5,Housewares
2018-05-08 14:09:32,2018-05-16 19:16:40,8,5,Housewares
2018-08-06 13:26:46,2018-08-15 14:28:29,9,5,Electronics
2018-03-30 16:27:56,2018-04-13 23:28:32,14,4,Musical Instruments
2018-05-31 15:31:29,2018-06-06 15:07:03,5,5,Health Beauty
2018-07-19 18:32:43,2018-07-25 20:48:51,6,5,Furniture Decor
2018-06-12 21:00:18,2018-07-26 15:12:37,43,1,Cool Stuff
2018-08-21 19:49:42,2018-08-23 23:16:47,2,5,Sports Leisure
2018-08-20 03:21:20,2018-08-23 21:57:45,3,5,Housewares
2018-04-21 15:10:45,2018-04-26 21:57:31,5,5,Fashion Bags Accessories
2018-07-20 13:26:04,2018-07-26 22:05:13,6,5,Stationery
2018-05-24 16:43:06,2018-06-07 17:44:58,14,4,Garden Tools
2018-05-24 16:43:06,2018-06-07 17:44:58,14,4,Garden Tools
2018-05-24 16:43:06,2018-06-07 17:44:58,14,4,Garden Tools
2018-05-24 16:43:06,2018-06-07 17:44:58,14,4,Garden Tools
2018-05-24 16:43:06,2018-06-07 17:44:58,14,4,Garden Tools
2018-05-24 16:43:06,2018-06-07 17:44:58,14,4,Garden Tools
2018-08-14 21:02:48,2018-08-21 21:28:45,7,5,Computers Accessories
2018-06-20 08:57:50,2018-06-25 15:16:38,5,5,Health Beauty
2018-08-02 20:27:24,2018-08-13 19:54:46,10,3,Baby
2018-05-10 12:06:38,2018-05-18 22:51:56,8,4,Auto
2018-05-10 12:06:38,2018-05-18 22:51:56,8,4,Auto
2018-05-06 02:04:47,2018-05-15 17:18:35,9,5,Sports Leisure
2018-07-24 19:19:18,2018-07-30 15:32:09,5,5,Baby
2018-05-15 16:13:39,2018-05-21 18:36:54,6,5,Watches Gifts
2018-08-10 20:18:50,2018-08-16 21:41:07,6,5,Computers Accessories
2018-08-06 14:44:25,2018-08-16 19:28:39,10,5,Art
2018-07-23 15:08:01,2018-08-03 16:41:40,11,5,Furniture Living Room
2018-08-19 14:19:27,2018-08-28 18:17:22,9,5,Bed Bath Table
2018-05-09 02:19:25,2018-05-15 00:19:51,5,5,Telephony
2018-08-21 18:24:35,2018-08-24 21:51:58,3,5,Baby
2018-07-26 22:42:46,2018-08-07 15:18:43,11,5,Auto
2018-07-26 22:42:46,2018-08-07 15:18:43,11,5,Auto
2018-04-18 14:29:17,2018-05-08 21:24:43,20,4,Baby
2018-06-29 10:32:33,2018-07-26 16:08:03,27,1,Bed Bath Table
2018-07-23 15:48:01,2018-08-22 14:15:51,29,5,Furniture Living Room
2018-04-16 11:15:53,2018-04-24 22:54:18,8,5,Electronics
